NÚMERO DE TICKET;ITEM;IDESTILO;ESTILO;FECHA DE VENTA;CANTIDAD;IDTAMAÑO;TAMAÑO;PRECIO DE LISTA;PRECIO DE VENTA;COSTO UNITARIO;TIPO DE CALZADO;IDLOCAL;LOCAL;TIPO DE LOCAL;IDCIUDAD;CIUDAD;ESTADO;PAÍS;MONTO VENDIDO;COSTO DE VENTA;UTILIDAD
11193;1;D003;MERLE POINT;13/01/2020;1;24M;24 Y MEDIO; $1.357,00 ; $1.357,00 ; $442,00 ;DAMA;9;PEDREGAL;PREMIUM;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.357,00 ; $442,00 ; $915,00 
11195;1;C001;COMFORT VERONA;13/01/2020;1;25N;25 NORMAL; $1.507,00 ; $1.507,00 ; $393,00 ;CABALLERO;4;PLAZA FIESTA;ESTÁNDAR;MTY;MONTERREY;NUEVO LEÓN;MÉXICO; $1.507,00 ; $393,00 ; $1.114,00 
11200;1;D002;TANGERINE;13/01/2020;1;22M;22 Y MEDIO; $1.459,00 ; $1.459,00 ; $386,00 ;DAMA;2;CITADEL;ESTÁNDAR;MTY;MONTERREY;NUEVO LEÓN;MÉXICO; $1.459,00 ; $386,00 ; $1.073,00 
11208;1;C002;CONFORT MILAN;13/01/2020;1;30N;30 NORMAL; $1.844,00 ; $1.844,00 ; $420,00 ;CABALLERO;19;ANGELOPOLIS;ESTÁNDAR;PUE;PUEBLA;PUEBLA;MÉXICO; $1.844,00 ; $420,00 ; $1.424,00 
11245;1;C004;MIRIDIA;13/01/2020;1;18N;18 NORMAL; $1.048,00 ; $1.048,00 ; $392,00 ;CABALLERO;8;BUENAVISTA;ESTÁNDAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.048,00 ; $392,00 ; $656,00 
11247;1;C001;COMFORT VERONA;13/01/2020;1;28M;28 Y MEDIO; $1.507,00 ; $1.507,00 ; $393,00 ;CABALLERO;10;IZCALI;ESTÁNDAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.507,00 ; $393,00 ; $1.114,00 
11263;1;U001;RELAX UNIVERSE;13/01/2020;1;20M;20 Y MEDIO; $1.026,00 ; $1.026,00 ; $424,00 ;UNISEX;9;PEDREGAL;PREMIUM;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.026,00 ; $424,00 ; $602,00 
11268;1;C004;MIRIDIA;13/01/2020;1;25N;25 NORMAL; $1.048,00 ; $1.048,00 ; $392,00 ;CABALLERO;5;COYOACAN;ESTÁNDAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.048,00 ; $392,00 ; $656,00 
11278;3;D005;SERENA STORM;14/01/2020;1;25N;25 NORMAL; $1.865,00 ; $1.865,00 ; $459,00 ;DAMA;19;ANGELOPOLIS;ESTÁNDAR;PUE;PUEBLA;PUEBLA;MÉXICO; $1.865,00 ; $459,00 ; $1.406,00 
11278;2;D006;COLORFUL SPRING;14/01/2020;1;18N;18 NORMAL; $1.333,00 ; $1.333,00 ; $380,00 ;DAMA;19;ANGELOPOLIS;ESTÁNDAR;PUE;PUEBLA;PUEBLA;MÉXICO; $1.333,00 ; $380,00 ; $953,00 
11278;1;S001;RAPTOR;14/01/2020;1;20N;20 NORMAL; $1.621,00 ; $1.621,00 ; $434,00 ;DEPORTIVO;19;ANGELOPOLIS;ESTÁNDAR;PUE;PUEBLA;PUEBLA;MÉXICO; $1.621,00 ; $434,00 ; $1.187,00 
11331;1;C001;COMFORT VERONA;14/01/2020;1;21N;21 NORMAL; $1.507,00 ; $1.507,00 ; $393,00 ;CABALLERO;7;UNIVERSIDAD;ESTÁNDAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.507,00 ; $393,00 ; $1.114,00 
11347;1;C002;CONFORT MILAN;14/01/2020;1;30M;30 Y MEDIO; $1.844,00 ; $1.714,00 ; $420,00 ;CABALLERO;19;ANGELOPOLIS;ESTÁNDAR;PUE;PUEBLA;PUEBLA;MÉXICO; $1.714,00 ; $420,00 ; $1.294,00 
11356;1;D004;PANAMA;14/01/2020;1;25M;25 Y MEDIO; $1.448,00 ; $1.448,00 ; $421,00 ;DAMA;11;ARAGON;POPULAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.448,00 ; $421,00 ; $1.027,00 
11363;1;U001;RELAX UNIVERSE;14/01/2020;1;28N;28 NORMAL; $900,00 ; $900,00 ; $424,00 ;UNISEX;14;PABELLON;ESTÁNDAR;GDL;GUADALAJARA;JALISCO;MÉXICO; $900,00 ; $424,00 ; $476,00 
11367;1;U001;RELAX UNIVERSE;14/01/2020;1;28N;28 NORMAL; $1.026,00 ; $1.026,00 ; $424,00 ;UNISEX;18;LORETO;PREMIUM;PUE;PUEBLA;PUEBLA;MÉXICO; $1.026,00 ; $424,00 ; $602,00 
11372;1;U002;MINIMAL ECHO;15/01/2020;1;27N;27 NORMAL; $1.069,00 ; $1.069,00 ; $460,00 ;UNISEX;7;UNIVERSIDAD;ESTÁNDAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.069,00 ; $460,00 ; $609,00 
11376;1;C004;MIRIDIA;15/01/2020;1;30N;30 NORMAL; $1.048,00 ; $1.048,00 ; $392,00 ;CABALLERO;14;PABELLON;ESTÁNDAR;GDL;GUADALAJARA;JALISCO;MÉXICO; $1.048,00 ; $392,00 ; $656,00 
11378;1;S001;RAPTOR;15/01/2020;1;18N;18 NORMAL; $1.621,00 ; $1.539,00 ; $434,00 ;DEPORTIVO;14;PABELLON;ESTÁNDAR;GDL;GUADALAJARA;JALISCO;MÉXICO; $1.539,00 ; $434,00 ; $1.105,00 
11392;1;D001;SPLEND MARNA;15/01/2020;1;21N;21 NORMAL; $1.272,00 ; $1.272,00 ; $397,00 ;DAMA;4;PLAZA FIESTA;ESTÁNDAR;MTY;MONTERREY;NUEVO LEÓN;MÉXICO; $1.272,00 ; $397,00 ; $875,00 
11396;1;S002;CITUAN;15/01/2020;1;18N;18 NORMAL; $1.862,00 ; $1.862,00 ; $394,00 ;DEPORTIVO;15;CENTRO MAGNO;ESTÁNDAR;GDL;GUADALAJARA;JALISCO;MÉXICO; $1.862,00 ; $394,00 ; $1.468,00 
11401;2;D001;SPLEND MARNA;15/01/2020;1;25M;25 Y MEDIO; $1.272,00 ; $1.272,00 ; $397,00 ;DAMA;14;PABELLON;ESTÁNDAR;GDL;GUADALAJARA;JALISCO;MÉXICO; $1.272,00 ; $397,00 ; $875,00 
11401;1;D003;MERLE POINT;15/01/2020;1;19N;19 NORMAL; $1.212,00 ; $1.212,00 ; $442,00 ;DAMA;14;PABELLON;ESTÁNDAR;GDL;GUADALAJARA;JALISCO;MÉXICO; $1.212,00 ; $442,00 ; $770,00 
11484;1;U001;RELAX UNIVERSE;15/01/2020;1;24M;24 Y MEDIO; $900,00 ; $900,00 ; $424,00 ;UNISEX;5;COYOACAN;ESTÁNDAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $900,00 ; $424,00 ; $476,00 
11495;1;S001;RAPTOR;16/01/2020;1;25N;25 NORMAL; $1.524,00 ; $1.524,00 ; $434,00 ;DEPORTIVO;12;ERMITA;POPULAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.524,00 ; $434,00 ; $1.090,00 
11506;1;D004;PANAMA;16/01/2020;1;23M;23 Y MEDIO; $1.591,00 ; $1.591,00 ; $421,00 ;DAMA;19;ANGELOPOLIS;ESTÁNDAR;PUE;PUEBLA;PUEBLA;MÉXICO; $1.591,00 ; $421,00 ; $1.170,00 
11507;1;D005;SERENA STORM;16/01/2020;1;26M;26 Y MEDIO; $1.865,00 ; $1.865,00 ; $459,00 ;DAMA;5;COYOACAN;ESTÁNDAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.865,00 ; $459,00 ; $1.406,00 
11510;1;S001;RAPTOR;16/01/2020;1;24N;24 NORMAL; $1.621,00 ; $1.621,00 ; $434,00 ;DEPORTIVO;5;COYOACAN;ESTÁNDAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.621,00 ; $434,00 ; $1.187,00 
11526;1;D003;MERLE POINT;16/01/2020;1;22N;22 NORMAL; $1.054,00 ; $1.054,00 ; $442,00 ;DAMA;11;ARAGON;POPULAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.054,00 ; $442,00 ; $612,00 
11553;1;D003;MERLE POINT;16/01/2020;1;26M;26 Y MEDIO; $1.054,00 ; $1.054,00 ; $442,00 ;DAMA;17;CRUZ DEL SUR;POPULAR;PUE;PUEBLA;PUEBLA;MÉXICO; $1.054,00 ; $442,00 ; $612,00 
11567;1;C003;CONFORT NEW YORK;16/01/2020;1;22M;22 Y MEDIO; $1.681,00 ; $1.546,00 ; $396,00 ;CABALLERO;14;PABELLON;ESTÁNDAR;GDL;GUADALAJARA;JALISCO;MÉXICO; $1.546,00 ; $396,00 ; $1.150,00 
11579;2;C001;COMFORT VERONA;16/01/2020;1;26N;26 NORMAL; $1.507,00 ; $1.507,00 ; $393,00 ;CABALLERO;10;IZCALI;ESTÁNDAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.507,00 ; $393,00 ; $1.114,00 
11579;1;C004;MIRIDIA;16/01/2020;1;22N;22 NORMAL; $1.048,00 ; $1.048,00 ; $392,00 ;CABALLERO;10;IZCALI;ESTÁNDAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.048,00 ; $392,00 ; $656,00 
11624;1;D006;COLORFUL SPRING;16/01/2020;1;26N;26 NORMAL; $1.333,00 ; $1.253,00 ; $380,00 ;DAMA;14;PABELLON;ESTÁNDAR;GDL;GUADALAJARA;JALISCO;MÉXICO; $1.253,00 ; $380,00 ; $873,00 
11660;1;D003;MERLE POINT;16/01/2020;1;25M;25 Y MEDIO; $1.212,00 ; $1.212,00 ; $442,00 ;DAMA;10;IZCALI;ESTÁNDAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.212,00 ; $442,00 ; $770,00 
11683;1;S002;CITUAN;16/01/2020;1;29M;29 Y MEDIO; $2.030,00 ; $2.030,00 ; $394,00 ;DEPORTIVO;3;ESFERA;PREMIUM;MTY;MONTERREY;NUEVO LEÓN;MÉXICO; $2.030,00 ; $394,00 ; $1.636,00 
11697;1;C004;MIRIDIA;16/01/2020;1;25M;25 Y MEDIO; $1.048,00 ; $1.048,00 ; $392,00 ;CABALLERO;5;COYOACAN;ESTÁNDAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.048,00 ; $392,00 ; $656,00 
11716;2;D007;REFLEXION EDGE;17/01/2020;1;25M;25 Y MEDIO; $947,00 ; $947,00 ; $387,00 ;DAMA;12;ERMITA;POPULAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $947,00 ; $387,00 ; $560,00 
11716;1;S002;CITUAN;17/01/2020;1;30M;30 Y MEDIO; $1.583,00 ; $1.583,00 ; $394,00 ;DEPORTIVO;12;ERMITA;POPULAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.583,00 ; $394,00 ; $1.189,00 
11779;1;C002;CONFORT MILAN;17/01/2020;1;25N;25 NORMAL; $1.660,00 ; $1.660,00 ; $420,00 ;CABALLERO;17;CRUZ DEL SUR;POPULAR;PUE;PUEBLA;PUEBLA;MÉXICO; $1.660,00 ; $420,00 ; $1.240,00 
11792;1;C004;MIRIDIA;18/01/2020;1;22M;22 Y MEDIO; $1.153,00 ; $1.153,00 ; $392,00 ;CABALLERO;9;PEDREGAL;PREMIUM;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.153,00 ; $392,00 ; $761,00 
11794;1;C001;COMFORT VERONA;18/01/2020;1;24N;24 NORMAL; $1.311,00 ; $1.311,00 ; $393,00 ;CABALLERO;16;TLAQUEPAQUE;POPULAR;GDL;GUADALAJARA;JALISCO;MÉXICO; $1.311,00 ; $393,00 ; $918,00 
11801;1;C002;CONFORT MILAN;18/01/2020;1;30M;30 Y MEDIO; $1.844,00 ; $1.844,00 ; $420,00 ;CABALLERO;2;CITADEL;ESTÁNDAR;MTY;MONTERREY;NUEVO LEÓN;MÉXICO; $1.844,00 ; $420,00 ; $1.424,00 
11808;1;C002;CONFORT MILAN;18/01/2020;1;20N;20 NORMAL; $2.102,00 ; $2.102,00 ; $420,00 ;CABALLERO;18;LORETO;PREMIUM;PUE;PUEBLA;PUEBLA;MÉXICO; $2.102,00 ; $420,00 ; $1.682,00 
11810;1;D007;REFLEXION EDGE;19/01/2020;1;19N;19 NORMAL; $1.064,00 ; $1.064,00 ; $387,00 ;DAMA;10;IZCALI;ESTÁNDAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.064,00 ; $387,00 ; $677,00 
11815;1;D002;TANGERINE;19/01/2020;1;25N;25 NORMAL; $1.459,00 ; $1.459,00 ; $386,00 ;DAMA;8;BUENAVISTA;ESTÁNDAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.459,00 ; $386,00 ; $1.073,00 
11821;1;C001;COMFORT VERONA;19/01/2020;1;29M;29 Y MEDIO; $1.507,00 ; $1.507,00 ; $393,00 ;CABALLERO;4;PLAZA FIESTA;ESTÁNDAR;MTY;MONTERREY;NUEVO LEÓN;MÉXICO; $1.507,00 ; $393,00 ; $1.114,00 
11830;1;S001;RAPTOR;19/01/2020;1;19M;19 Y MEDIO; $1.799,00 ; $1.799,00 ; $434,00 ;DEPORTIVO;3;ESFERA;PREMIUM;MTY;MONTERREY;NUEVO LEÓN;MÉXICO; $1.799,00 ; $434,00 ; $1.365,00 
11837;1;S001;RAPTOR;19/01/2020;1;21M;21 Y MEDIO; $1.621,00 ; $1.621,00 ; $434,00 ;DEPORTIVO;10;IZCALI;ESTÁNDAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.621,00 ; $434,00 ; $1.187,00 
11847;1;D001;SPLEND MARNA;19/01/2020;1;19N;19 NORMAL; $1.361,00 ; $1.361,00 ; $397,00 ;DAMA;6;PERISUR;PREMIUM;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.361,00 ; $397,00 ; $964,00 
11857;1;D001;SPLEND MARNA;20/01/2020;1;20N;20 NORMAL; $1.361,00 ; $1.361,00 ; $397,00 ;DAMA;3;ESFERA;PREMIUM;MTY;MONTERREY;NUEVO LEÓN;MÉXICO; $1.361,00 ; $397,00 ; $964,00 
11864;1;S002;CITUAN;20/01/2020;1;28M;28 Y MEDIO; $1.862,00 ; $1.862,00 ; $394,00 ;DEPORTIVO;15;CENTRO MAGNO;ESTÁNDAR;GDL;GUADALAJARA;JALISCO;MÉXICO; $1.862,00 ; $394,00 ; $1.468,00 
11871;1;D003;MERLE POINT;20/01/2020;2;20N;20 NORMAL; $1.357,00 ; $1.357,00 ; $442,00 ;DAMA;9;PEDREGAL;PREMIUM;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $2.714,00 ; $884,00 ; $1.830,00 
11877;1;D006;COLORFUL SPRING;20/01/2020;1;20N;20 NORMAL; $1.440,00 ; $1.440,00 ; $380,00 ;DAMA;13;ANDARES;PREMIUM;GDL;GUADALAJARA;JALISCO;MÉXICO; $1.440,00 ; $380,00 ; $1.060,00 
11906;1;D001;SPLEND MARNA;20/01/2020;1;20N;20 NORMAL; $1.272,00 ; $1.272,00 ; $397,00 ;DAMA;2;CITADEL;ESTÁNDAR;MTY;MONTERREY;NUEVO LEÓN;MÉXICO; $1.272,00 ; $397,00 ; $875,00 
11926;1;D003;MERLE POINT;20/01/2020;1;19N;19 NORMAL; $1.357,00 ; $1.357,00 ; $442,00 ;DAMA;13;ANDARES;PREMIUM;GDL;GUADALAJARA;JALISCO;MÉXICO; $1.357,00 ; $442,00 ; $915,00 
11926;2;D004;PANAMA;20/01/2020;1;19N;19 NORMAL; $1.830,00 ; $1.830,00 ; $421,00 ;DAMA;13;ANDARES;PREMIUM;GDL;GUADALAJARA;JALISCO;MÉXICO; $1.830,00 ; $421,00 ; $1.409,00 
11965;1;S003;ULTRA-ALIVE;21/01/2020;4;21M;21 Y MEDIO; $1.529,00 ; $1.529,00 ; $388,00 ;DEPORTIVO;12;ERMITA;POPULAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $6.116,00 ; $1.552,00 ; $4.564,00 
11966;1;D004;PANAMA;21/01/2020;1;19M;19 Y MEDIO; $1.448,00 ; $1.448,00 ; $421,00 ;DAMA;17;CRUZ DEL SUR;POPULAR;PUE;PUEBLA;PUEBLA;MÉXICO; $1.448,00 ; $421,00 ; $1.027,00 
11968;1;C002;CONFORT MILAN;21/01/2020;1;27N;27 NORMAL; $1.844,00 ; $1.844,00 ; $420,00 ;CABALLERO;8;BUENAVISTA;ESTÁNDAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.844,00 ; $420,00 ; $1.424,00 
11975;1;C001;COMFORT VERONA;21/01/2020;1;30N;30 NORMAL; $1.507,00 ; $1.507,00 ; $393,00 ;CABALLERO;8;BUENAVISTA;ESTÁNDAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.507,00 ; $393,00 ; $1.114,00 
11983;1;D001;SPLEND MARNA;21/01/2020;1;22M;22 Y MEDIO; $1.196,00 ; $1.196,00 ; $397,00 ;DAMA;12;ERMITA;POPULAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.196,00 ; $397,00 ; $799,00 
11986;1;S001;RAPTOR;21/01/2020;1;25N;25 NORMAL; $1.524,00 ; $1.524,00 ; $434,00 ;DEPORTIVO;16;TLAQUEPAQUE;POPULAR;GDL;GUADALAJARA;JALISCO;MÉXICO; $1.524,00 ; $434,00 ; $1.090,00 
11994;1;D006;COLORFUL SPRING;21/01/2020;1;19M;19 Y MEDIO; $1.333,00 ; $1.333,00 ; $380,00 ;DAMA;5;COYOACAN;ESTÁNDAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.333,00 ; $380,00 ; $953,00 
12006;1;D002;TANGERINE;22/01/2020;1;20N;20 NORMAL; $1.459,00 ; $1.459,00 ; $386,00 ;DAMA;19;ANGELOPOLIS;ESTÁNDAR;PUE;PUEBLA;PUEBLA;MÉXICO; $1.459,00 ; $386,00 ; $1.073,00 
12032;1;D005;SERENA STORM;22/01/2020;1;19N;19 NORMAL; $2.033,00 ; $2.033,00 ; $459,00 ;DAMA;18;LORETO;PREMIUM;PUE;PUEBLA;PUEBLA;MÉXICO; $2.033,00 ; $459,00 ; $1.574,00 
12038;1;C001;COMFORT VERONA;22/01/2020;1;19N;19 NORMAL; $1.296,00 ; $1.296,00 ; $393,00 ;CABALLERO;6;PERISUR;PREMIUM;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.296,00 ; $393,00 ; $903,00 
12038;2;S001;RAPTOR;22/01/2020;1;25M;25 Y MEDIO; $1.799,00 ; $1.799,00 ; $434,00 ;DEPORTIVO;6;PERISUR;PREMIUM;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.799,00 ; $434,00 ; $1.365,00 
12046;1;U001;RELAX UNIVERSE;22/01/2020;3;20M;20 Y MEDIO; $801,00 ; $801,00 ; $424,00 ;UNISEX;17;CRUZ DEL SUR;POPULAR;PUE;PUEBLA;PUEBLA;MÉXICO; $2.403,00 ; $1.272,00 ; $1.131,00 
12051;1;C003;CONFORT NEW YORK;22/01/2020;4;19M;19 Y MEDIO; $1.681,00 ; $1.681,00 ; $396,00 ;CABALLERO;15;CENTRO MAGNO;ESTÁNDAR;GDL;GUADALAJARA;JALISCO;MÉXICO; $6.724,00 ; $1.584,00 ; $5.140,00 
12073;1;S003;ULTRA-ALIVE;22/01/2020;1;20N;20 NORMAL; $1.738,00 ; $1.738,00 ; $388,00 ;DEPORTIVO;15;CENTRO MAGNO;ESTÁNDAR;GDL;GUADALAJARA;JALISCO;MÉXICO; $1.738,00 ; $388,00 ; $1.350,00 
12077;1;S002;CITUAN;22/01/2020;1;27M;27 Y MEDIO; $2.030,00 ; $2.030,00 ; $394,00 ;DEPORTIVO;9;PEDREGAL;PREMIUM;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $2.030,00 ; $394,00 ; $1.636,00 
12083;1;D006;COLORFUL SPRING;22/01/2020;1;18M;18 Y MEDIO; $1.240,00 ; $1.240,00 ; $380,00 ;DAMA;16;TLAQUEPAQUE;POPULAR;GDL;GUADALAJARA;JALISCO;MÉXICO; $1.240,00 ; $380,00 ; $860,00 
12098;2;C004;MIRIDIA;22/01/2020;3;22N;22 NORMAL; $1.153,00 ; $1.153,00 ; $392,00 ;CABALLERO;3;ESFERA;PREMIUM;MTY;MONTERREY;NUEVO LEÓN;MÉXICO; $3.459,00 ; $1.176,00 ; $2.283,00 
12098;1;U001;RELAX UNIVERSE;22/01/2020;2;26N;26 NORMAL; $1.026,00 ; $1.026,00 ; $424,00 ;UNISEX;3;ESFERA;PREMIUM;MTY;MONTERREY;NUEVO LEÓN;MÉXICO; $2.052,00 ; $848,00 ; $1.204,00 
12136;1;U001;RELAX UNIVERSE;23/01/2020;1;25N;25 NORMAL; $900,00 ; $900,00 ; $424,00 ;UNISEX;5;COYOACAN;ESTÁNDAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $900,00 ; $424,00 ; $476,00 
12147;1;S001;RAPTOR;23/01/2020;1;30N;30 NORMAL; $1.799,00 ; $1.799,00 ; $434,00 ;DEPORTIVO;13;ANDARES;PREMIUM;GDL;GUADALAJARA;JALISCO;MÉXICO; $1.799,00 ; $434,00 ; $1.365,00 
12168;1;D006;COLORFUL SPRING;23/01/2020;1;23M;23 Y MEDIO; $1.333,00 ; $1.333,00 ; $380,00 ;DAMA;15;CENTRO MAGNO;ESTÁNDAR;GDL;GUADALAJARA;JALISCO;MÉXICO; $1.333,00 ; $380,00 ; $953,00 
12179;1;D001;SPLEND MARNA;23/01/2020;1;24M;24 Y MEDIO; $1.361,00 ; $1.361,00 ; $397,00 ;DAMA;3;ESFERA;PREMIUM;MTY;MONTERREY;NUEVO LEÓN;MÉXICO; $1.361,00 ; $397,00 ; $964,00 
12182;1;S001;RAPTOR;23/01/2020;1;22N;22 NORMAL; $1.621,00 ; $1.621,00 ; $434,00 ;DEPORTIVO;15;CENTRO MAGNO;ESTÁNDAR;GDL;GUADALAJARA;JALISCO;MÉXICO; $1.621,00 ; $434,00 ; $1.187,00 
12188;1;U002;MINIMAL ECHO;24/01/2020;1;28N;28 NORMAL; $1.069,00 ; $1.069,00 ; $460,00 ;UNISEX;7;UNIVERSIDAD;ESTÁNDAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.069,00 ; $460,00 ; $609,00 
12196;1;D005;SERENA STORM;24/01/2020;1;18M;18 Y MEDIO; $1.865,00 ; $1.865,00 ; $459,00 ;DAMA;15;CENTRO MAGNO;ESTÁNDAR;GDL;GUADALAJARA;JALISCO;MÉXICO; $1.865,00 ; $459,00 ; $1.406,00 
12210;1;D005;SERENA STORM;24/01/2020;3;21N;21 NORMAL; $1.585,00 ; $1.585,00 ; $459,00 ;DAMA;12;ERMITA;POPULAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $4.755,00 ; $1.377,00 ; $3.378,00 
12235;1;C003;CONFORT NEW YORK;24/01/2020;1;29N;29 NORMAL; $1.681,00 ; $1.546,00 ; $396,00 ;CABALLERO;8;BUENAVISTA;ESTÁNDAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.546,00 ; $396,00 ; $1.150,00 
12244;1;D002;TANGERINE;24/01/2020;1;19N;19 NORMAL; $1.678,00 ; $1.610,00 ; $386,00 ;DAMA;6;PERISUR;PREMIUM;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.610,00 ; $386,00 ; $1.224,00 
12263;1;D007;REFLEXION EDGE;24/01/2020;1;26N;26 NORMAL; $1.064,00 ; $1.064,00 ; $387,00 ;DAMA;2;CITADEL;ESTÁNDAR;MTY;MONTERREY;NUEVO LEÓN;MÉXICO; $1.064,00 ; $387,00 ; $677,00 
12264;1;S002;CITUAN;24/01/2020;1;19N;19 NORMAL; $1.862,00 ; $1.862,00 ; $394,00 ;DEPORTIVO;15;CENTRO MAGNO;ESTÁNDAR;GDL;GUADALAJARA;JALISCO;MÉXICO; $1.862,00 ; $394,00 ; $1.468,00 
12276;1;S001;RAPTOR;25/01/2020;1;29M;29 Y MEDIO; $1.621,00 ; $1.475,00 ; $434,00 ;DEPORTIVO;15;CENTRO MAGNO;ESTÁNDAR;GDL;GUADALAJARA;JALISCO;MÉXICO; $1.475,00 ; $434,00 ; $1.041,00 
12279;1;U002;MINIMAL ECHO;25/01/2020;1;21N;21 NORMAL; $1.069,00 ; $1.069,00 ; $460,00 ;UNISEX;19;ANGELOPOLIS;ESTÁNDAR;PUE;PUEBLA;PUEBLA;MÉXICO; $1.069,00 ; $460,00 ; $609,00 
12291;1;U001;RELAX UNIVERSE;25/01/2020;1;20M;20 Y MEDIO; $900,00 ; $900,00 ; $424,00 ;UNISEX;2;CITADEL;ESTÁNDAR;MTY;MONTERREY;NUEVO LEÓN;MÉXICO; $900,00 ; $424,00 ; $476,00 
12302;1;D005;SERENA STORM;25/01/2020;1;21N;21 NORMAL; $1.585,00 ; $1.585,00 ; $459,00 ;DAMA;17;CRUZ DEL SUR;POPULAR;PUE;PUEBLA;PUEBLA;MÉXICO; $1.585,00 ; $459,00 ; $1.126,00 
12312;1;C004;MIRIDIA;25/01/2020;1;23N;23 NORMAL; $1.048,00 ; $1.048,00 ; $392,00 ;CABALLERO;2;CITADEL;ESTÁNDAR;MTY;MONTERREY;NUEVO LEÓN;MÉXICO; $1.048,00 ; $392,00 ; $656,00 
12313;1;D001;SPLEND MARNA;25/01/2020;1;25N;25 NORMAL; $1.361,00 ; $1.361,00 ; $397,00 ;DAMA;13;ANDARES;PREMIUM;GDL;GUADALAJARA;JALISCO;MÉXICO; $1.361,00 ; $397,00 ; $964,00 
12333;1;U001;RELAX UNIVERSE;25/01/2020;1;18N;18 NORMAL; $900,00 ; $900,00 ; $424,00 ;UNISEX;4;PLAZA FIESTA;ESTÁNDAR;MTY;MONTERREY;NUEVO LEÓN;MÉXICO; $900,00 ; $424,00 ; $476,00 
12350;1;S003;ULTRA-ALIVE;25/01/2020;1;30M;30 Y MEDIO; $1.738,00 ; $1.738,00 ; $388,00 ;DEPORTIVO;14;PABELLON;ESTÁNDAR;GDL;GUADALAJARA;JALISCO;MÉXICO; $1.738,00 ; $388,00 ; $1.350,00 
12354;1;C001;COMFORT VERONA;26/01/2020;1;22N;22 NORMAL; $1.296,00 ; $1.231,00 ; $393,00 ;CABALLERO;9;PEDREGAL;PREMIUM;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.231,00 ; $393,00 ; $838,00 
